all_flow_lemon,
184045,80243,6,
195246,93966,7,
194123,94947,7,
196561,84471,6,
183807,78663,6,
182303,45400,3,
185945,75223,6,
197674,77672,6,
183401,126409,12,
194816,57870,5,
189205,10002,1,
191286,0,0,
193364,32689,3,
168870,57319,5,
191131,58775,5,
185307,69571,6,
195367,40373,3,
192377,65372,5,
191621,21235,2,
194547,30014,3,
182260,22798,2,
193300,56602,5,
203331,57287,5,
204353,107474,9,
191441,95523,6,
195859,106235,6,
196870,140200,9,
190607,97370,7,
197383,123129,9,
192975,82053,5,
201848,94129,8,
191717,131180,11,
179488,110079,7,
182135,118828,8,
171120,50630,5,
186768,112337,11,
195595,114738,9,
194044,118711,9,
191693,83726,7,
190286,71127,6,
199887,60851,5,
205014,50879,4,
205294,50571,4,
189751,44938,4,
195859,35185,3,
197325,20010,2,
190591,36850,3,
193009,84648,7,
178523,22681,2,
181533,32214,3,
181180,20720,2,
180631,10006,1,
170893,20014,2,
179888,40026,4,
182918,31039,3,
178499,42631,4,
188330,44977,4,
184173,74868,7,
188753,10002,1,
193242,30034,3,
169726,34026,3,
188797,24148,2,
190499,30278,3,
180499,0,0,
145628,52188,4,
171119,46859,3,
185388,42844,3,
163448,69302,5,
186562,30158,2,
200831,52669,4,
180176,43525,4,
192098,50032,5,
182684,71143,6,
186431,47602,3,
158790,10002,1,
202446,48715,4,
196728,40016,4,
171318,10043,1,
204879,58891,4,
193341,39182,2,
192707,62092,4,
158303,20004,2,
190011,10004,1,
157959,30006,3,
191456,20070,2,
160650,52516,4,
190197,55157,5,
181822,50130,5,
167727,63590,4,
186093,62539,4,
192689,125260,10,
153659,30028,3,
191102,48642,3,
157316,30325,3,
174522,48435,3,
182803,49487,4,
175624,21025,2,
179208,62297,5,
179954,75565,6,
183107,54622,4,
183243,71596,6,
178836,40959,4,
167979,64903,6,
179758,59798,5,
168425,30405,3,
180454,35369,3,
172542,44991,4,
178595,44479,4,
178637,40328,4,
185973,60589,6,
189536,30160,3,
188731,61974,6,
193991,69411,6,
179370,87794,7,
181648,67593,6,
172447,65799,5,
182558,50032,5,
184483,79629,6,
182477,40040,4,
183089,41467,4,
153479,111885,10,
182434,44588,4,
181357,64919,6,
182257,63614,5,
178500,96048,7,
175545,51404,5,
176106,30018,3,
179011,65560,5,
165507,53447,4,
174166,96223,9,
189216,52272,5,
195129,61713,4,
175864,77597,6,
143720,21349,2,
179636,72473,5,
187698,54697,5,
175940,40226,4,
176684,62107,5,
180412,30062,3,
177809,30045,3,
180677,20014,2,
182258,42630,4,
175057,52702,5,
188507,69605,6,
168473,30086,3,
180135,30028,3,
187947,104991,9,
197509,65104,6,
195742,50030,5,
184139,31733,3,
167060,30032,3,
177264,66735,6,
182623,40372,4,
188233,63348,6,
196832,49294,4,
196985,40282,4,
196275,94606,8,
201866,24518,2,
195552,47418,4,
197230,83996,8,
200724,0,0,
177672,33801,3,
185344,23627,2,
190098,32985,3,
167795,10002,1,
187342,41283,4,
183843,40008,4,
187198,40618,4,
223648,70775,6,
223026,27761,2,
184590,0,0,
178139,0,0,
185383,20008,2,
185251,41468,4,
187033,10002,1,
193830,26855,2,
196200,30869,3,
180753,30026,3,
186570,10004,1,
189936,20062,2,
193930,30064,3,
194563,52729,5,
197836,20078,2,
183689,10012,1,
167019,40034,4,
173410,10028,1,
178386,64169,5,
173249,40114,4,
176206,30150,3,
174539,59015,5,
168823,30138,3,
169606,31123,3,
170344,30138,3,
185703,54395,5,
173981,47826,4,
185511,40238,4,
139581,20012,2,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,0,0,
1,0,0,
1,0,0,
1,0,0,
1,0,0,
1,0,0,
1,0,0,
1,0,0,
1,0,0,
1,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
