all_flow_lemon,tcp,
181566,137602,43433,4,
176937,134431,30008,3,
176527,134098,16429,1,
178558,150851,20008,2,
184421,149981,41290,4,
189661,153368,10002,1,
192176,157009,26683,2,
175646,146013,30880,3,
182758,150001,50044,5,
187118,161867,10008,1,
184504,158680,20056,2,
189626,153094,20104,2,
171290,141157,54597,5,
189350,139128,60499,6,
177278,137790,40038,4,
176155,142895,50030,5,
177984,146635,43213,4,
188078,155977,54494,4,
184518,150735,52935,5,
186809,156247,30526,3,
185488,151615,51318,4,
170402,130855,40275,4,
182767,145134,32073,3,
187791,156143,33457,3,
195990,155317,31432,3,
184431,157445,55457,5,
189443,162613,46095,4,
82721,69588,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
